"Sector","Year","Statistic Label","UNIT","VALUE"
"Agriculture, industry and services (NACE 1 - 93)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","34549.81"
"Agriculture, industry and services (NACE 1 - 93)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","28.14"
"Agriculture, industry and services (NACE 1 - 93)","2002","Methane (CH4) Emissions","000 Tonnes","633.68"
"Agriculture, industry and services (NACE 1 - 93)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","57321.12"
"Agriculture, industry and services (NACE 1 - 93)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","33448.74"
"Agriculture, industry and services (NACE 1 - 93)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","27.73"
"Agriculture, industry and services (NACE 1 - 93)","2003","Methane (CH4) Emissions","000 Tonnes","661.57"
"Agriculture, industry and services (NACE 1 - 93)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","56994.33"
"Agriculture, industry and services (NACE 1 - 93)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","34138.41"
"Agriculture, industry and services (NACE 1 - 93)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","27.14"
"Agriculture, industry and services (NACE 1 - 93)","2004","Methane (CH4) Emissions","000 Tonnes","633.15"
"Agriculture, industry and services (NACE 1 - 93)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","56506.61"
"Agriculture, industry and services (NACE 1 - 93)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","35646.73"
"Agriculture, industry and services (NACE 1 - 93)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","26.88"
"Agriculture, industry and services (NACE 1 - 93)","2005","Methane (CH4) Emissions","000 Tonnes","628.53"
"Agriculture, industry and services (NACE 1 - 93)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","57991.32"
"Agriculture, industry and services (NACE 1 - 93)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","35222.1"
"Agriculture, industry and services (NACE 1 - 93)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","26.18"
"Agriculture, industry and services (NACE 1 - 93)","2006","Methane (CH4) Emissions","000 Tonnes","629.73"
"Agriculture, industry and services (NACE 1 - 93)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","57513.69"
"Agriculture, industry and services (NACE 1 - 93)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","35269.59"
"Agriculture, industry and services (NACE 1 - 93)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","24.97"
"Agriculture, industry and services (NACE 1 - 93)","2007","Methane (CH4) Emissions","000 Tonnes","615.1"
"Agriculture, industry and services (NACE 1 - 93)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","57446.16"
"Mining and quarrying (NACE 10 - 14)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","684.7"
"Mining and quarrying (NACE 10 - 14)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","1994","Methane (CH4) Emissions","000 Tonnes","0"
"Mining and quarrying (NACE 10 - 14)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","703.6"
"Mining and quarrying (NACE 10 - 14)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","775.3"
"Mining and quarrying (NACE 10 - 14)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","1995","Methane (CH4) Emissions","000 Tonnes","0"
"Mining and quarrying (NACE 10 - 14)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","795.4"
"Mining and quarrying (NACE 10 - 14)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","811.5"
"Mining and quarrying (NACE 10 - 14)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","1996","Methane (CH4) Emissions","000 Tonnes","0"
"Mining and quarrying (NACE 10 - 14)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","832.3"
"Mining and quarrying (NACE 10 - 14)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","904.2"
"Mining and quarrying (NACE 10 - 14)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.07"
"Mining and quarrying (NACE 10 - 14)","1997","Methane (CH4) Emissions","000 Tonnes","0.04"
"Mining and quarrying (NACE 10 - 14)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","926"
"Mining and quarrying (NACE 10 - 14)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","869.99"
"Mining and quarrying (NACE 10 - 14)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.09"
"Mining and quarrying (NACE 10 - 14)","1998","Methane (CH4) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","901.4"
"Mining and quarrying (NACE 10 - 14)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","999.28"
"Mining and quarrying (NACE 10 - 14)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","1999","Methane (CH4) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1031.25"
"Mining and quarrying (NACE 10 - 14)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","1024.73"
"Mining and quarrying (NACE 10 - 14)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","2000","Methane (CH4) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1057.52"
"Mining and quarrying (NACE 10 - 14)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","1090.14"
"Mining and quarrying (NACE 10 - 14)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.11"
"Mining and quarrying (NACE 10 - 14)","2001","Methane (CH4) Emissions","000 Tonnes","0.09"
"Mining and quarrying (NACE 10 - 14)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1125.24"
"Mining and quarrying (NACE 10 - 14)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","1095.25"
"Mining and quarrying (NACE 10 - 14)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.09"
"Mining and quarrying (NACE 10 - 14)","2002","Methane (CH4) Emissions","000 Tonnes","0.07"
"Mining and quarrying (NACE 10 - 14)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1124.06"
"Mining and quarrying (NACE 10 - 14)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","1066.71"
"Mining and quarrying (NACE 10 - 14)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.07"
"Mining and quarrying (NACE 10 - 14)","2003","Methane (CH4) Emissions","000 Tonnes","27.06"
"Mining and quarrying (NACE 10 - 14)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1656"
"Mining and quarrying (NACE 10 - 14)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","1080.47"
"Mining and quarrying (NACE 10 - 14)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"Mining and quarrying (NACE 10 - 14)","2004","Methane (CH4) Emissions","000 Tonnes","0.07"
"Mining and quarrying (NACE 10 - 14)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1099.29"
"Mining and quarrying (NACE 10 - 14)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","1155.62"
"Mining and quarrying (NACE 10 - 14)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"Mining and quarrying (NACE 10 - 14)","2005","Methane (CH4) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1176.13"
"Mining and quarrying (NACE 10 - 14)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","1324.14"
"Mining and quarrying (NACE 10 - 14)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.07"
"Mining and quarrying (NACE 10 - 14)","2006","Methane (CH4) Emissions","000 Tonnes","0.1"
"Mining and quarrying (NACE 10 - 14)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1348.05"
"Mining and quarrying (NACE 10 - 14)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","1282.13"
"Mining and quarrying (NACE 10 - 14)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"Mining and quarrying (NACE 10 - 14)","2007","Methane (CH4) Emissions","000 Tonnes","0.09"
"Mining and quarrying (NACE 10 - 14)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1301.92"
"Food products, beverages and tobacco (NACE 15, 16)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","1984"
"Food products, beverages and tobacco (NACE 15, 16)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Food products, beverages and tobacco (NACE 15, 16)","1994","Methane (CH4) Emissions","000 Tonnes","0.8"
"Food products, beverages and tobacco (NACE 15, 16)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2041.9"
"Food products, beverages and tobacco (NACE 15, 16)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","2177.9"
"Food products, beverages and tobacco (NACE 15, 16)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Food products, beverages and tobacco (NACE 15, 16)","1995","Methane (CH4) Emissions","000 Tonnes","0.8"
"Food products, beverages and tobacco (NACE 15, 16)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2238.1"
"Food products, beverages and tobacco (NACE 15, 16)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","2232.4"
"Food products, beverages and tobacco (NACE 15, 16)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Food products, beverages and tobacco (NACE 15, 16)","1996","Methane (CH4) Emissions","000 Tonnes","0.7"
"Food products, beverages and tobacco (NACE 15, 16)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2291.7"
"Food products, beverages and tobacco (NACE 15, 16)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","2411.7"
"Food products, beverages and tobacco (NACE 15, 16)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.15"
"Food products, beverages and tobacco (NACE 15, 16)","1997","Methane (CH4) Emissions","000 Tonnes","0.66"
"Food products, beverages and tobacco (NACE 15, 16)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2472.6"
"Food products, beverages and tobacco (NACE 15, 16)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","2451.25"
"Food products, beverages and tobacco (NACE 15, 16)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.31"
"Food products, beverages and tobacco (NACE 15, 16)","1998","Methane (CH4) Emissions","000 Tonnes","0.41"
"Food products, beverages and tobacco (NACE 15, 16)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2555.67"
"Food products, beverages and tobacco (NACE 15, 16)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","2490.35"
"Food products, beverages and tobacco (NACE 15, 16)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.32"
"Food products, beverages and tobacco (NACE 15, 16)","1999","Methane (CH4) Emissions","000 Tonnes","0.37"
"Food products, beverages and tobacco (NACE 15, 16)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2597.24"
"Food products, beverages and tobacco (NACE 15, 16)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","2585.79"
"Food products, beverages and tobacco (NACE 15, 16)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.32"
"Food products, beverages and tobacco (NACE 15, 16)","2000","Methane (CH4) Emissions","000 Tonnes","0.42"
"Food products, beverages and tobacco (NACE 15, 16)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2695.34"
"Food products, beverages and tobacco (NACE 15, 16)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","2712.42"
"Food products, beverages and tobacco (NACE 15, 16)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.33"
"Food products, beverages and tobacco (NACE 15, 16)","2001","Methane (CH4) Emissions","000 Tonnes","0.38"
"Food products, beverages and tobacco (NACE 15, 16)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2823.56"
"Food products, beverages and tobacco (NACE 15, 16)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","2525.43"
"Food products, beverages and tobacco (NACE 15, 16)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.27"
"Food products, beverages and tobacco (NACE 15, 16)","2002","Methane (CH4) Emissions","000 Tonnes","0.29"
"Food products, beverages and tobacco (NACE 15, 16)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2616.25"
"Food products, beverages and tobacco (NACE 15, 16)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","2310.39"
"Food products, beverages and tobacco (NACE 15, 16)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.21"
"Food products, beverages and tobacco (NACE 15, 16)","2003","Methane (CH4) Emissions","000 Tonnes","0.25"
"Food products, beverages and tobacco (NACE 15, 16)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2381.17"
"Food products, beverages and tobacco (NACE 15, 16)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","2094.64"
"Food products, beverages and tobacco (NACE 15, 16)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.19"
"Food products, beverages and tobacco (NACE 15, 16)","2004","Methane (CH4) Emissions","000 Tonnes","0.3"
"Food products, beverages and tobacco (NACE 15, 16)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2159.82"
"Food products, beverages and tobacco (NACE 15, 16)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","2164.09"
"Food products, beverages and tobacco (NACE 15, 16)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"Food products, beverages and tobacco (NACE 15, 16)","2005","Methane (CH4) Emissions","000 Tonnes","0.28"
"Food products, beverages and tobacco (NACE 15, 16)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2233.04"
"Food products, beverages and tobacco (NACE 15, 16)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","2230.28"
"Food products, beverages and tobacco (NACE 15, 16)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"Food products, beverages and tobacco (NACE 15, 16)","2006","Methane (CH4) Emissions","000 Tonnes","0.33"
"Food products, beverages and tobacco (NACE 15, 16)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2299.13"
"Food products, beverages and tobacco (NACE 15, 16)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","2142.89"
"Food products, beverages and tobacco (NACE 15, 16)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.18"
"Food products, beverages and tobacco (NACE 15, 16)","2007","Methane (CH4) Emissions","000 Tonnes","0.24"
"Food products, beverages and tobacco (NACE 15, 16)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","2202.24"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","215.5"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1994","Methane (CH4) Emissions","000 Tonnes","0"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","221.6"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","234.1"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1995","Methane (CH4) Emissions","000 Tonnes","0.1"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","240.3"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","233"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1996","Methane (CH4) Emissions","000 Tonnes","0.1"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","239.4"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","238.8"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1997","Methane (CH4) Emissions","000 Tonnes","0.06"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","245.3"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","189.54"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1998","Methane (CH4) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","201.31"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","199"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1999","Methane (CH4) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","210.91"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","208.87"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2000","Methane (CH4) Emissions","000 Tonnes","0.05"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","221.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","203.11"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2001","Methane (CH4) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","214.85"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","180.94"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2002","Methane (CH4) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","190.26"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","153.31"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2003","Methane (CH4) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","160.26"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","136.95"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2004","Methane (CH4) Emissions","000 Tonnes","0.03"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","142.65"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","156.24"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2005","Methane (CH4) Emissions","000 Tonnes","0.04"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","162.5"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","84.05"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2006","Methane (CH4) Emissions","000 Tonnes","0.03"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","88.17"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","56.73"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2007","Methane (CH4) Emissions","000 Tonnes","0.03"
"Textiles, wearing apparel, leather (NACE 17 - 19)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","60.43"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","211.4"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1994","Methane (CH4) Emissions","000 Tonnes","0"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","218.9"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","228.4"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1995","Methane (CH4) Emissions","000 Tonnes","0"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","236.1"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","230.4"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1996","Methane (CH4) Emissions","000 Tonnes","0"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","238.2"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","249.5"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1997","Methane (CH4) Emissions","000 Tonnes","0"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","257.8"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","257.88"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1998","Methane (CH4) Emissions","000 Tonnes","0.06"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","271.17"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","269.11"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1999","Methane (CH4) Emissions","000 Tonnes","0.05"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","282.51"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","281"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2000","Methane (CH4) Emissions","000 Tonnes","0.05"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","293.76"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","296.46"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2001","Methane (CH4) Emissions","000 Tonnes","0.05"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","309.38"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","275.19"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2002","Methane (CH4) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","286.2"
